,Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[input sample],Characteristics[protocol],Characteristics[paired library],Characteristics[individual],Characteristics[sex],Characteristics[age],Unit[time unit],Term Source REF,Term Accession Number,Characteristics[developmental stage],Characteristics[disease],Characteristics[organism part],Characteristics[organism],Material Type,Protocol REF,Performer,Protocol REF.1,Performer.1,Protocol REF.2,Performer.2,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Comment[end bias],Comment[input molecule],Comment[library construction],Comment[primer],Comment[single cell isolation],Comment[spike in],Comment[cell barcode read],Comment[cell barcode offset],Comment[cell barcode size],Comment[umi barcode read],Comment[umi barcode offset],Comment[umi barcode size],Comment[cDNA read],Comment[cDNA read offset],Comment[cDNA read size],Comment[sample barcode read],Comment[sample barcode offset],Comment[sample barcode size],Protocol REF.3,Performer.3,Assay Name,Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Comment[read_type],Comment[read_index],Protocol REF.4,Protocol REF.5,Derived Array Data File,Protocol REF.6,Protocol REF.7,Derived Array Data File.1,Protocol REF.8,Protocol REF.9,Derived Array Data File.2,Protocol REF.10,Protocol REF.11,Derived Array Data File.3,Protocol REF.12,Protocol REF.13,Derived Array Data File.4,Protocol REF.14,Protocol REF.15,Derived Array Data File.5,Factor Value[sex],Factor Value[age],Unit[time unit].1,Term Source REF.1,Term Accession Number.1,Factor Value[developmental stage],Factor Value[single cell identifier]
17,FCA_GND10288176,ERS16192275,SAMEA114211590,Hrv58-GON-0-FO-1a-m,atac,FCA_GND10287600,Hrv58,female,21.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,nucleus,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288176,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288176,sequencing assay,ERX11168215,FCA_GND10288176_S1_L001_R2_001.fastq.gz,FCA_GND10288176_S1_L001_R2_001.fastq.gz,ERR11769383,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769383/FCA_GND10288176_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-121426,P-MTAB-121427,FCA_GND10288176_and_FCA_GND10287600_atac_fragments.tsv.gz,P-MTAB-121426,P-MTAB-121427,FCA_GND10288176_and_FCA_GND10287600_atac_fragments.tsv.gz.tbi,P-MTAB-121426,P-MTAB-121427,FCA_GND10288176_and_FCA_GND10287600_per_barcode_metrics.csv,,,,,,,,,,female,21.0,week,EFO,UO_0000034,21.0,FCA_GND10288176
18,FCA_GND10288176,ERS16192275,SAMEA114211590,Hrv58-GON-0-FO-1a-m,atac,FCA_GND10287600,Hrv58,female,21.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288176,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288176,sequencing assay,ERX11168215,FCA_GND10288176_S1_L001_R3_001.fastq.gz,FCA_GND10288176_S1_L001_R3_001.fastq.gz,ERR11769383,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769383/FCA_GND10288176_S1_L001_R3_001.fastq.gz,paired,read2,P-MTAB-121426,P-MTAB-121427,FCA_GND10288176_and_FCA_GND10287600_atac_fragments.tsv.gz,P-MTAB-121426,P-MTAB-121427,FCA_GND10288176_and_FCA_GND10287600_atac_fragments.tsv.gz.tbi,P-MTAB-121426,P-MTAB-121427,FCA_GND10288176_and_FCA_GND10287600_per_barcode_metrics.csv,,,,,,,,,,female,21.0,week,EFO,UO_0000034,21.0,FCA_GND10288176
19,FCA_GND10288177,ERS16192276,SAMEA114211591,Hrv58-GON-0-FO-1b-m,atac,FCA_GND10287601,Hrv58,female,21.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,sequencing assay,ERX11168216,FCA_GND10288177_S1_L001_I1_001.fastq.gz,FCA_GND10288177_S1_L001_I1_001.fastq.gz,ERR11769378,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769378/FCA_GND10288177_S1_L001_I1_001.fastq.gz,sample_barcode,index1,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz.tbi,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_per_barcode_metrics.csv,,,,,,,,,,female,21.0,week,EFO,UO_0000034,21.0,FCA_GND10288177
20,FCA_GND10288177,ERS16192276,SAMEA114211591,Hrv58-GON-0-FO-1b-m,atac,FCA_GND10287601,Hrv58,female,21.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,sequencing assay,ERX11168216,FCA_GND10288177_S1_L001_R1_001.fastq.gz,FCA_GND10288177_S1_L001_R1_001.fastq.gz,ERR11769378,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769378/FCA_GND10288177_S1_L001_R1_001.fastq.gz,paired,read1,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz.tbi,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_per_barcode_metrics.csv,,,,,,,,,,female,21.0,week,EFO,UO_0000034,21.0,FCA_GND10288177
21,FCA_GND10288177,ERS16192276,SAMEA114211591,Hrv58-GON-0-FO-1b-m,atac,FCA_GND10287601,Hrv58,female,21.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,sequencing assay,ERX11168216,FCA_GND10288177_S1_L001_R2_001.fastq.gz,FCA_GND10288177_S1_L001_R2_001.fastq.gz,ERR11769378,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769378/FCA_GND10288177_S1_L001_R2_001.fastq.gz,cell_barcode,index2,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz.tbi,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_per_barcode_metrics.csv,,,,,,,,,,female,21.0,week,EFO,UO_0000034,21.0,FCA_GND10288177
22,FCA_GND10288177,ERS16192276,SAMEA114211591,Hrv58-GON-0-FO-1b-m,atac,FCA_GND10287601,Hrv58,female,21.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288177,sequencing assay,ERX11168216,FCA_GND10288177_S1_L001_R3_001.fastq.gz,FCA_GND10288177_S1_L001_R3_001.fastq.gz,ERR11769378,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769378/FCA_GND10288177_S1_L001_R3_001.fastq.gz,paired,read2,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_atac_fragments.tsv.gz.tbi,P-MTAB-121426,P-MTAB-121427,FCA_GND10288177_and_FCA_GND10287601_per_barcode_metrics.csv,,,,,,,,,,female,21.0,week,EFO,UO_0000034,21.0,FCA_GND10288177
23,FCA_GND10288178,ERS16192277,SAMEA114211592,Hrv39-GON-0-FO-1c-m,atac,FCA_GND10287602,Hrv39,female,14.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,sequencing assay,ERX11168217,FCA_GND10288178_S1_L001_I1_001.fastq.gz,FCA_GND10288178_S1_L001_I1_001.fastq.gz,ERR11769382,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769382/FCA_GND10288178_S1_L001_I1_001.fastq.gz,sample_barcode,index1,,,,,,,,,,,,,,,,,,,female,14.0,week,EFO,UO_0000034,14.0,FCA_GND10288178
24,FCA_GND10288178,ERS16192277,SAMEA114211592,Hrv39-GON-0-FO-1c-m,atac,FCA_GND10287602,Hrv39,female,14.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,sequencing assay,ERX11168217,FCA_GND10288178_S1_L001_R1_001.fastq.gz,FCA_GND10288178_S1_L001_R1_001.fastq.gz,ERR11769382,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769382/FCA_GND10288178_S1_L001_R1_001.fastq.gz,paired,read1,,,,,,,,,,,,,,,,,,,female,14.0,week,EFO,UO_0000034,14.0,FCA_GND10288178
25,FCA_GND10288178,ERS16192277,SAMEA114211592,Hrv39-GON-0-FO-1c-m,atac,FCA_GND10287602,Hrv39,female,14.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,sequencing assay,ERX11168217,FCA_GND10288178_S1_L001_R2_001.fastq.gz,FCA_GND10288178_S1_L001_R2_001.fastq.gz,ERR11769382,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769382/FCA_GND10288178_S1_L001_R2_001.fastq.gz,cell_barcode,index2,,,,,,,,,,,,,,,,,,,female,14.0,week,EFO,UO_0000034,14.0,FCA_GND10288178
26,FCA_GND10288178,ERS16192277,SAMEA114211592,Hrv39-GON-0-FO-1c-m,atac,FCA_GND10287602,Hrv39,female,14.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288178,sequencing assay,ERX11168217,FCA_GND10288178_S1_L001_R3_001.fastq.gz,FCA_GND10288178_S1_L001_R3_001.fastq.gz,ERR11769382,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769382/FCA_GND10288178_S1_L001_R3_001.fastq.gz,paired,read2,,,,,,,,,,,,,,,,,,,female,14.0,week,EFO,UO_0000034,14.0,FCA_GND10288178
27,FCA_GND10288179,ERS16192278,SAMEA114211593,Hrv65-GON-0-FT-1a-m,atac,FCA_GND10287603,Hrv65,female,20.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288179,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288179,sequencing assay,ERX11168218,FCA_GND10288179_S1_L001_I1_001.fastq.gz,FCA_GND10288179_S1_L001_I1_001.fastq.gz,ERR11769386,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769386/FCA_GND10288179_S1_L001_I1_001.fastq.gz,sample_barcode,index1,,,,,,,,,,,,,,,,,,,female,20.0,week,EFO,UO_0000034,20.0,FCA_GND10288179
28,FCA_GND10288179,ERS16192278,SAMEA114211593,Hrv65-GON-0-FT-1a-m,atac,FCA_GND10287603,Hrv65,female,20.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288179,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288179,sequencing assay,ERX11168218,FCA_GND10288179_S1_L001_R1_001.fastq.gz,FCA_GND10288179_S1_L001_R1_001.fastq.gz,ERR11769386,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769386/FCA_GND10288179_S1_L001_R1_001.fastq.gz,paired,read1,,,,,,,,,,,,,,,,,,,female,20.0,week,EFO,UO_0000034,20.0,FCA_GND10288179
29,FCA_GND10288179,ERS16192278,SAMEA114211593,Hrv65-GON-0-FT-1a-m,atac,FCA_GND10287603,Hrv65,female,20.0,week,EFO,UO_0000034,embryo,normal,gonad,Homo sapiens,organism part,P-MTAB-121422,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121423,"Wellcome Sanger Institute, Cambridge, UK",P-MTAB-121424,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288179,PAIRED,other,GENOMIC SINGLE CELL,not applicable,ATAC-seq,none,genomic DNA,other,other,10x,custom,,,,,,,,,,index1,0,8,P-MTAB-121425,"Wellcome Sanger Institute, Cambridge, UK",FCA_GND10288179,sequencing assay,ERX11168218,FCA_GND10288179_S1_L001_R2_001.fastq.gz,FCA_GND10288179_S1_L001_R2_001.fastq.gz,ERR11769386,ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR117/ERR11769386/FCA_GND10288179_S1_L001_R2_001.fastq.gz,cell_barcode,index2,,,,,,,,,,,,,,,,,,,female,20.0,week,EFO,UO_0000034,20.0,FCA_GND10288179
