publication_id,institute,source,dataset_acc,library_id,author_sample_id,sanger_10x_chemistry,irods_path,HDCA_version
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710464,RNA-Seq Dev Cor/Conj 20PCW 14556,,/archive/cellgeni/datasets/GSE155683/GSM4710464,v1
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710465,RNA-Seq Dev Cor/Conj 20PCW 15183,,/archive/cellgeni/datasets/GSE155683/GSM4710465,v1
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710466,RNA-Seq Dev Cor/Conj 21PCW 15184,,/archive/cellgeni/datasets/GSE155683/GSM4710466,v1
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710467,RNA-Seq Ad Cor/Conj 257T,,/archive/cellgeni/datasets/GSE155683/GSM4710467,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710468,RNA-Seq Ad Cor/Conj 246Z,,/archive/cellgeni/datasets/GSE155683/GSM4710468,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710469,RNA-Seq Ad Cor/Conj 719I,,/archive/cellgeni/datasets/GSE155683/GSM4710469,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710470,RNA-Seq Ad Cor/Conj 283P,,/archive/cellgeni/datasets/GSE155683/GSM4710470,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710471,RNA-Seq Ad Cen Cor C-4046,,/archive/cellgeni/datasets/GSE155683/GSM4710471,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710472,RNA-Seq Ad Limbal Ring C-4046,,/archive/cellgeni/datasets/GSE155683/GSM4710472,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710473,RNA-Seq LSC Culture on Feeders C-4046,,/archive/cellgeni/datasets/GSE155683/GSM4710473,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710474,RNA-Seq LSC Culture on HAM C-4046,,/archive/cellgeni/datasets/GSE155683/GSM4710474,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710475,RNA-Seq Ad Cor Limbal Dysplasia 782T,,/archive/cellgeni/datasets/GSE155683/GSM4710475,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710476,RNA-Seq Ad Kera Cor 18,,/archive/cellgeni/datasets/GSE155683/GSM4710476,v2
collin_2021_cornea_conjunctiva,Newcastle University,external,GSE155683,GSM4710477,RNA-Seq Ad Kera Cor 43,,/archive/cellgeni/datasets/GSE155683/GSM4710477,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890146,HT-185_Duodenum,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890146,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890147,HT-188_Duodenum,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890147,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890148,HT-228_Colon,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890148,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890149,HT-228_Ileum,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890149,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890150,HT-228_Liver,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890150,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890151,HT-231_Esophagus,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890151,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890152,HT-231_Stomach-antrum,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890152,v1
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890153,HT-231_Stomach-corpus,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890153,v1
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890154,HT-232_Esophagus,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890154,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890155,HT-232_Stomach-antrum,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890155,v1
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890156,HT-232_Stomach-corpus,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890156,v1
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890157,HT-234_Colon,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890157,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890158,HT-234_Ileum,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890158,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890159,HT-234_Jejunum,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890159,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890160,HT-236_Colon,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890160,v2
yu_2021_stomach,Roche,external,E-MTAB-10187,ERS5890161,HT-243_Stomach,,/archive/cellgeni/datasets/E-MTAB-10187/ERS5890161,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467514,Airway_11.5,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467514,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467515,Distal_11.5,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467515,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467519,Airway_15,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467519,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467520,Airway_18,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467520,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467521,Distal_15,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467521,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467522,Distal_18,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467522,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467523,Trachea_15,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467523,v1
miller_2020_lung_airway_trachea,University of Michigan,external,E-MTAB-8221,ERS4467524,Trachea_21,,/archive/cellgeni/datasets/E-MTAB-8221/ERS4467524,v1
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231309,Day 45 Organoid,,/archive/cellgeni/datasets/GSE142526/GSM4231309,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231310,Day60_1 Organoid,,/archive/cellgeni/datasets/GSE142526/GSM4231310,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231311,Day60_2 Organoid,,/archive/cellgeni/datasets/GSE142526/GSM4231311,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231312,Day90_1 Organoid,,/archive/cellgeni/datasets/GSE142526/GSM4231312,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231313,Day104_2 Organoid,,/archive/cellgeni/datasets/GSE142526/GSM4231313,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231314,Day110_3 Organoid,,/archive/cellgeni/datasets/GSE142526/GSM4231314,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231315,Day 205 Organoid,,/archive/cellgeni/datasets/GSE142526/GSM4231315,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231316,D59_1 Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231316,v1
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231317,D80P Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231317,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231318,D80P_2 Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231318,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231319,D80C Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231319,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231320,D82C Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231320,v1
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231321,D82P Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231321,v1
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231322,D105 Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231322,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231323,D125C Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231323,v1
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231324,D125P Fetal,,/archive/cellgeni/datasets/GSE142526/GSM4231324,v1
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231325,RS D78+35,,/archive/cellgeni/datasets/GSE142526/GSM4231325,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231326,RS D76_D109,,/archive/cellgeni/datasets/GSE142526/GSM4231326,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231327,RS D91_D109,,/archive/cellgeni/datasets/GSE142526/GSM4231327,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231328,RS D122+14_unsorted,,/archive/cellgeni/datasets/GSE142526/GSM4231328,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231329,RS 134_160F,,/archive/cellgeni/datasets/GSE142526/GSM4231329,v2
sridhar_2020_retina,University of Washington,external,GSE142526,GSM4231330,RS 134_160NC,,/archive/cellgeni/datasets/GSE142526/GSM4231330,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916372,FCA_GND10375779,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916372,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916373,FCA_GND10375780,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916373,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916374,FCA_GND8047885,Chromium single cell,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916374,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916375,FCA_GND8103050,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916375,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916376,FCA_GND8103053,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916376,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916377,FCA_GND8125923,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916377,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916378,FCA_GND8125925,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916378,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916379,FCA_GND8289580,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916379,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916380,FCA_GND8622625,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916380,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916381,FCA_GND8622626,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916381,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916382,FCA_GND8622628,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916382,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916383,FCA_GND8622630,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916383,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916384,FCA_GND8715408,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916384,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916385,FCA_GND8715519,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916385,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916386,FCA_GND8784458,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916386,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916387,FCA_GND8784460,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916387,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916388,FCA_GND8810844,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916388,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916389,FCA_GND8810845,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916389,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916390,FCA_GND8810846,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916390,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916391,FCA_GND8810848,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916391,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916392,FCA_GND8810850,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916392,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916393,FCA_GND8810851,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916393,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916394,FCA_GND8810852,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916394,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916395,FCA_GND9295208,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916395,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916396,FCA_GND9295209,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916396,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916397,FCA_GND9295210,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916397,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916398,FCA_GND9295212,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916398,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916399,FCA_GND9331965,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916399,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916400,FCA_GND9331966,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916400,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916401,FCA_GND9331967,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916401,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916402,FCA_GND9331968,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916402,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916403,FCA_GND9331969,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916403,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916404,FCA_GND9331970,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916404,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916405,FCA_GND9332061,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916405,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916406,FCA_GND9332062,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916406,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916407,FCA_GND9332064,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916407,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-10551,ERS11916408,FCA_GND9332065,Chromium single cell 5 prime,/archive/cellgeni/datasets/E-MTAB-10551/ERS11916408,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192270,FCA_GND10287600,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192270,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192271,FCA_GND10287601,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192271,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192272,FCA_GND10287602,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192272,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192273,FCA_GND10287603,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192273,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192274,FCA_GND10287604,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192274,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192281,HCA_F_GON10535495,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192281,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192285,HCA_F_GON10713284,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192285,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192286,HCA_F_GON10713285,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192286,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,external,E-MTAB-11708,ERS16192287,HCA_F_GON10713286,Chromium single cell 3 prime v3,/archive/cellgeni/datasets/E-MTAB-11708/ERS16192287,v2
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002814594,HD_F_GON9460407,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9460407,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002814595,HD_F_GON9460408,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9460408,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002814593,HD_F_GON9460406,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9460406,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002827588,HD_F_GON9479969,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9479969,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002827589,HD_F_GON9479970,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9479970,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002827587,HD_F_GON9479968,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9479968,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002827590,HD_F_GON9480063,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9480063,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002827591,HD_F_GON9480064,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9480064,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002827593,HD_F_GON9480066,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9480066,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002864099,HD_F_GON9855673,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9855673,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002864100,HD_F_GON9855674,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9855674,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911328,HD_F_GON9699336,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699336,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911329,HD_F_GON9699337,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699337,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911330,HD_F_GON9699338,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699338,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911324,HD_F_GON9699332,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699332,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911326,HD_F_GON9699334,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699334,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911334,HD_F_GON9883862,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9883862,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911337,HD_F_GON9883865,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9883865,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911338,HD_F_GON9883866,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9883866,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911339,HD_F_GON9883867,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9883867,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911340,HD_F_GON9883868,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9883868,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911331,HD_F_GON9883859,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9883859,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002911335,HD_F_GON9883863,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9883863,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002948031,HD_F_GON9699427,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699427,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002948032,HD_F_GON9699428,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699428,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00002948033,HD_F_GON9699429,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9699429,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00003219708,HD_F_GON9525516,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9525516,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,EGAD00001009386,EGAN00003219707,HD_F_GON9525515,Chromium single cell 5 prime,/archive/cellgeni/sanger/HD_F_GON9525515,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8047884,FCA_GND8047884,Chromium single cell,/archive/cellgeni/sanger/FCA_GND8047884,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8103049,FCA_GND8103049,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8103049,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8103052,FCA_GND8103052,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8103052,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8125922,FCA_GND8125922,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8125922,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8125924,FCA_GND8125924,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8125924,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8289579,FCA_GND8289579,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8289579,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8622627,FCA_GND8622627,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8622627,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8622629,FCA_GND8622629,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8622629,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8622631,FCA_GND8622631,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8622631,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8715407,FCA_GND8715407,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8715407,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,FCA_GND8784459,FCA_GND8784459,Chromium single cell 5 prime,/archive/cellgeni/sanger/FCA_GND8784459,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,HCA_F_GON10828898,HCA_F_GON10828898,Chromium single cell 5 prime,/archive/cellgeni/sanger/HCA_F_GON10828898,v1
garcia_alonso_2022_gonads,Wellcome Sanger Institute,internal,Garcia_Alonso_et_al_2022_nature,HCA_F_GON10828899,HCA_F_GON10828899,Chromium single cell 5 prime,/archive/cellgeni/sanger/HCA_F_GON10828899,v1
